cd_ibge,prob_risco,y_true
2703700,0.007118742330138922,0
2703700,0.010554575224871845,0
2703700,0.0019188233979349665,0
2703700,0.0021198364488232116,0
2703700,0.0018926349509241708,0
2703700,0.0020171060812731716,0
2703700,0.01161025453227743,0
2703700,0.008750770668559091,0
2703700,0.03738210815149077,0
2703700,0.012577715911605045,0
2703700,0.01706854047966649,0
2706703,0.19370677945440634,1
2704005,0.04254820748048104,0
2704005,0.03980019486859834,0
2704005,0.03387733903193044,0
2704401,0.007591093450493826,0
2704401,0.007994163665641204,0
2704401,0.004984809276046809,0
2704401,0.017367748437895177,0
2704401,0.033549329969681026,0
2704401,0.00470338578225222,0
2704401,0.010449507382180546,0
2704401,0.002897502451738717,0
2706307,0.041956854867009445,0
2706307,0.04167932225032614,0
2706307,0.05732402806689084,0
2704609,0.014712830458376968,0
2704609,0.020851864550828544,0
2702405,0.011436695784677745,0
2702405,0.016654835800175658,0
2702405,0.012748545853777838,0
2702405,0.01713919742693877,0
2702405,0.017140401559679472,0
2702405,0.01138187190699064,0
2706307,0.15058930742146742,1
2704104,0.01608420476732336,0
2704104,0.01584538363334081,0
2704104,0.01695153489976555,0
2704104,0.014475473295029708,0
2704104,0.0021895230500619924,0
2704104,0.0075730109407892605,0
2704401,0.007940990162451943,0
2704401,0.010437408083281965,0
2700805,0.0047435926867732455,0
2706307,0.03096309276338885,0
2706307,0.034803785274983026,0
2704401,0.03719710639081313,0
2704401,0.00684720104270937,0
2704401,0.0037750733449669386,0
2704401,0.007395976303667515,0
2704401,0.007582785255261401,0
2704401,0.004143056849920614,0
2704401,0.02575448847329941,0
2704401,0.014566486472567492,0
2704401,0.010401126006232428,0
2704401,0.020085386494066423,0
2700201,0.0074499703182419365,0
2702702,0.014131851685846046,0
2702702,0.010952539314830161,0
2702702,0.01683754125656269,0
2704609,0.020383533512950427,0
2704609,0.023585153994136094,0
2704609,0.04708223586362986,0
2704609,0.05348600368842952,0
2704609,0.034554583532054324,0
2704609,0.02571407201386702,0
2702504,0.011414190231037595,0
2702504,0.003129166910173077,0
2702504,0.003302447147962012,0
2702504,0.010990866586342149,0
2702504,0.006866652363711398,0
2702504,0.016862298748419546,0
2705002,0.0012546397681843231,0
2705002,0.0007446128341330982,0
2705002,0.001299397747304457,0
2702504,0.02815689955716909,0
2702504,0.016349157936994013,0
2702405,0.023782501348831978,0
2702405,0.027600318383778445,0
2702405,0.040391348666438315,0
2702405,0.02823254988097292,0
2702405,0.045074348780755835,0
2702405,0.07130319104724266,0
2702405,0.0648081166767925,0
2702405,0.06374118889567441,0
2702405,0.04560958184124973,0
2704609,0.024611663963650634,0
2704609,0.02058541725394125,0
2704609,0.046406147129430926,0
2704609,0.3418785819079448,1
2704609,0.21534085515662915,1
2704609,0.01658928443375222,0
2704609,0.016085525033378883,0
2704609,0.07100898912336576,0
2704609,0.07056518929746818,0
2704609,0.0485103203793972,0
2704609,0.03325527675593065,0
2704609,0.03406031514320541,0
2706109,0.11142850819605803,0
